"rs_schema_id","schema_id","pipeline_id","part_id","node_id_end","node_id_start","l","simple_part_id","node_name_start","altitude_start","node_type_start","x_start","y_start","node_name_end","altitude_end","node_type_end","x_end","y_end","d","s","thread_number","pipe_material","cover_ext","pipeline_type","placing","creation_date","mestor_name","schema_name","rs_schema_name","cover_int","start_kind","start_q","start_is_source","start_p","end_kind","end_q","end_is_source","end_p"
1750000710,1750000710,1750005826,1750017068,1750018388,1750010931,1061.0,1750033268,КНС-1 Тайлаковская,86.9,8,441550.25,6546637.5,уз.2 водовод,82.0,3,440545.4,6546661.0,273.0,20.0,1,сталь 20,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,P,,true,219.6,,,,
1750000710,1750000710,1750005826,1750017076,1750010945,1750021899,30.0,1750019304,уз. в к2,83.0,3,437727.2,6547029.5,к.2,86.08,1,437795.0,6547115.5,168.0,16.0,1,сталь 20,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,,,,,Q,2090.0132,false,177.45862
1750000710,1750000710,1750005826,1750017110,1750012330,1750021907,140.0,1750019335,уз. в к4,90.0,3,439955.1,6551658.0,к.4,90.9,1,440009.88,6551718.5,168.0,16.0,1,сталь 20,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,,,,,Q,1405.868,false,188.11401
1750000710,1750000710,1750005826,1750017065,1750021899,1750021896,939.0,1750019293,т.вр. в к1,85.3,3,438239.28,6546291.5,уз. в к2,83.0,3,437727.2,6547029.5,168.0,16.0,1,сталь 20,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,,,,,,,,
1750000710,1750000710,1750005826,1750017074,1750021907,1750021906,584.0,1750019302,т.вр. в к4 в/в,91.0,3,440289.53,6551317.0,уз. в к4,90.0,3,439955.1,6551658.0,219.0,18.0,1,сталь 20,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,,,,,,,,
1750000710,1750000710,1750005826,1750020509,1750023993,1750025476,324.0,1750022994,уз.в к38,64.0,3,439186.25,6542524.5,к.38,67.4,1,439007.4,6542717.0,168.0,16.0,1,сталь 20,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,,,,,Q,1475.316,false,120.49605
1750000710,1750000710,1750005826,1750017067,1750021900,1750021896,1931.0,1750019295,т.вр. в к1,85.3,3,438239.28,6546291.5,уз.в к23,70.3,3,436762.38,6545528.0,168.0,16.0,1,сталь 20,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,,,,,,,,
1750000710,1750000710,1750005826,1750017111,1750012330,1750021907,210.0,1750019336,уз. в к4,90.0,3,439955.1,6551658.0,к.4,90.9,1,440009.88,6551718.5,168.0,16.0,1,сталь 20,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,,,,,Q,1405.868,false,188.11401
1750000710,1750000710,1750005826,1750017064,1750010938,1750021897,158.0,1750019292,уз. в к1,84.8,3,439822.72,6546130.5,к.1,85.0,1,439823.22,6546342.0,168.0,16.0,1,сталь 20,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,,,,,Q,1229.6847,false,202.2812
1750000710,1750000710,1750005826,1750020510,1750024113,1750025476,4001.0,1750022995,уз.в к38,64.0,3,439186.25,6542524.5,к.64,70.2,1,436231.94,6542396.0,168.0,16.0,1,сталь 20С,Полилен праймер НК-50,Все трубопроводы транспортирующие воду ,"",1215755583488,Тайлаковское,ВВД Тайлаковское м/р КНС-1,ВВД Тайлаковское м/р КНС-1,нет покрытия,,,,,Q,507.0484,false,173.90242
