,__pad_num,_c0,juncType,pipeline_purpose_id,simple_part_id,part_L,part_id,rs_schema_id,schema_id,pipeline_id,node_id_end,node_id_start,L,simple_part_creation_date,node_name_start,altitude_start,node_type_start,node_name_end,altitude_end,node_type_end,D,S,thread_number,part_inuse_date,mestor_name,uphillM,startIsSource,startKind,defaultStartValue,endIsOutlet,endKind,endValue,startP,startT,endP,endT,effectiveD,intD,roughness,adkuGzuPcollector,VolumeWater,startValue,X_start,X_end,Y_start,Y_end
67,,22,pipe,HC0002,1750019654,180,1750017409,1750000894,1750000894,1750007301,1750034308,1750022123,180,1273237934000,уз.к.6,75,3,т.вр.к.6,83,3,273,10,1,1215720000000,Тайлаковское,8,False,,,False,,,,,,,0.85,0.253,1E-05,,,,462993.796819499,462828.355883732,6569932.07637597,6569896.2085844
68,,26,pipe,HC0002,1750023014,1087,1750020529,1750000894,1750000894,1750006836,1750022122,1750022132,1087,1320727675000,уз.УДР-2,78.5,3,уз.УДР-1,81.9,3,273,10,1,1240948800000,Тайлаковское,3.40000000000001,False,,,False,,,,,,,0.85,0.253,1E-05,,,,461596.24436416,461826.964509523,6568631.53798878,6569467.69987485
69,,27,pipe,HC0002,1750027959,2625,1750017764,1750000894,1750000894,1750006836,1750022321,1750034283,2625,1431088047000,"т.вр.к.59,46",64.5,3,т.вр.к47,82.9,3,159,10,1,1270929600000,Тайлаковское,18.4,False,,,False,,,,,,,0.85,0.139,1E-05,,,,444122.43077267,446542.64525986,6576487.98540724,6575457.27229672
70,,28,pipe,HC0002,1751043251,1163,1751036043,1750000894,1750000894,1750006836,1750022327,1751061520,1163,1548759019000,т.вр.к.41б,101.3,3,т.вр.к41,92.6,3,159,8,1,1550005200000,Тайлаковское,-8.7,False,,,False,,,,,,,0.85,0.143,1E-05,,,,450478.57,449883.66,6574858.07,6574051.38
71,,30,pipe,HC0002,1751043770,1391,1750017770,1750000894,1750000894,1750006836,1750022327,1750022326,1391,1551446928000,уз.к.53,81.6,3,т.вр.к41,92.6,3,219,8,1,1270929600000,Тайлаковское,11,False,,,False,,,,,,,0.85,0.203,1E-05,,,,448380.14,449883.66,6574714.09,6574051.38
72,,33,pipe,HC0002,1750027886,1082,1750017857,1750000894,1750000894,1750007301,1750022119,1750022118,1082,1431007167000,уз.к.8,81.1,3,"уз. к10, к19",82.6,3,219,10,1,1219780800000,Тайлаковское,1.5,False,,,False,,,,,,,0.85,0.199,1E-05,,,,463990.942480835,463208.029404635,6570421.96335873,6571077.98244772
73,,34,pipe,HC0002,1750035350,3769,1750030141,1750000894,1750000894,1750006836,1750022140,1750022329,3769,1484742173000,т.вр.к49,82.2,3,уз.к33,82.3,3,325,8,1,1460926800000,Тайлаковское,0.099999999999994,False,,,False,,,,,,,0.85,0.309,1E-05,,,,454718.413081327,457635.949948943,6571090.5011788,6568730.69735748
74,,34,pipe,HC0002,1750035350,3769,1750030141,1750000894,1750000894,1750006836,1750022140,1750022329,3769,1484742173000,т.вр.к49,82.2,3,уз.к33,82.3,3,325,8,1,1460926800000,Тайлаковское,0.099999999999994,False,,,False,,,,,,,0.85,0.309,1E-05,,,,454718.413081327,457635.949948943,6571090.5011788,6568730.69735748
75,,35,pipe,HC0002,1750041892,20,1750034982,1750000894,1750000894,1750007301,1750022322,1750022320,20,1536822403000,уз.ЗКЛD273,82,3,уз.ЗКЛD325,71.5,3,273,10,1,,Тайлаковское,-10.5,False,,,False,,,,,,,0.85,0.253,1E-05,,,,462674.212075298,462659.60529946,6569861.83190449,6569892.70914043
76,,38,pipe,HC0002,1750035268,1506,1750030069,1750000894,1750000894,1750007301,1750022322,1750022119,1506,1484572376000,"уз. к10, к19",82.6,3,уз.ЗКЛD325,71.5,3,325,8,1,1479243600000,Тайлаковское,-11.1,False,,,False,,,,,,,0.85,0.309,1E-05,,,,463208.029404635,462659.60529946,6571077.98244772,6569892.70914043
77,,39,pipe,HC0002,1750037752,990.7,1750017787,1750000894,1750000894,1750006836,1750022342,1750022341,990.7,1503304646000,уз.к.54,65,3,т.вр.к54,60.9,3,159,10,1,1278878400000,Тайлаковское,-4.1,False,,,False,,,,,,,0.85,0.139,1E-05,,,,444961.509185771,444481.207431562,6571013.97089346,6570123.46969358
78,,42,pipe,HC0002,1750027950,4394,1750017860,1750000894,1750000894,1750006954,1750022132,1750022130,4394,1431080071000,т.вр.к33,83.1,3,уз.УДР-2,78.5,3,219,10,1,1242590400000,Тайлаковское,-4.59999999999999,False,,,False,,,,,,,0.85,0.199,1E-05,,,,457334.100379216,461596.24436416,6569009.69009548,6568631.53798878
79,,52,pipe,HC0002,1750020118,1478,1750017852,1750000894,1750000894,1750006835,1750022126,1750022403,1478,1275651699000,т.вр.к36,65.5,3,"т.вр. к9, к36",63.7,3,219,10,1,1305921600000,Тайлаковское,-1.8,False,,,False,,,,,,,0.85,0.199,1E-05,,,,459032.18,460485.17,6564570.71,6564800.79
80,,53,pipe,HC0002,1750027889,2648,1750017410,1750000894,1750000894,1750006835,1750022122,1750022127,2648,1431009690000,вр. к.35,68.3,3,уз.УДР-1,81.9,3,219,10,1,1225314000000,Тайлаковское,13.6,False,,,False,,,,,,,0.85,0.199,1E-05,,,,461339.602916068,461826.964509523,6566982.19619557,6569467.69987485
81,,54,pipe,HC0002,1750020064,2959,1750017799,1750000894,1750000894,1750006836,1750038106,1750022351,2959,1275396469000,т.вр.к68,63.8,3,т.вр.к.63,68.2,3,325,8,1,1277323200000,Тайлаковское,4.40000000000001,False,,,False,,,,,,,0.85,0.309,1E-05,,,,450288.199192269,452785.898518595,6566720.30762156,6568454.51588638
82,,55,pipe,HC0002,1750027957,1989,1750017789,1750000894,1750000894,1750006836,1750022351,1750022349,1989,1431087301000,т.вр.к69,63.2,3,т.вр.к68,63.8,3,273,8,1,1277323200000,Тайлаковское,0.599999999999994,False,,,False,,,,,,,0.85,0.257,1E-05,,,,448589.85,450288.199192269,6565938.72,6566720.30762156
83,,56,pipe,HC0002,1750020054,2060,1750017789,1750000894,1750000894,1750006836,1750022343,1750022342,2060,1275395229000,т.вр.к54,60.9,3,т.вр.к56,61.2,3,273,8,1,1277323200000,Тайлаковское,0.300000000000004,False,,,False,,,,,,,0.85,0.257,1E-05,,,,444481.207431562,444026.31,6570123.46969358,6568518.94
84,,57,pipe,HC0002,1750036049,600,1750017772,1750000894,1750000894,1750006836,1750022329,1750044306,600,1487246968000,ЗКЛ№98,79.1,3,т.вр.к49,82.2,3,273,8,1,1270929600000,Тайлаковское,3.10000000000001,False,,,False,,,,,,,0.85,0.257,1E-05,,,,454255.864898268,454718.413081327,6571457.07722841,6571090.5011788
85,,59,pipe,HC0002,1750020042,4001,1750017777,1750000894,1750000894,1750006836,1750022140,1750022329,4001,1275053565000,т.вр.к49,82.2,3,уз.к33,82.3,3,426,8,1,1270929600000,Тайлаковское,0.099999999999994,False,,,False,,,,,,,0.85,0.41,1E-05,,,,454718.413081327,457635.949948943,6571090.5011788,6568730.69735748
86,,59,pipe,HC0002,1750020042,4001,1750017777,1750000894,1750000894,1750006836,1750022140,1750022329,4001,1275053565000,т.вр.к49,82.2,3,уз.к33,82.3,3,426,8,1,1270929600000,Тайлаковское,0.099999999999994,False,,,False,,,,,,,0.85,0.41,1E-05,,,,454718.413081327,457635.949948943,6571090.5011788,6568730.69735748
87,,61,pipe,HC0002,1750031032,1195,1750026882,1750000894,1750000894,1750006836,1750038106,1750022355,1195,1458911621000,"т.вр. к.63,65",70,3,т.вр.к.63,68.2,3,219,8,1,1433883600000,Тайлаковское,-1.8,False,,,False,,,,,,,0.85,0.203,1E-05,,,,452177.89,452785.898518595,6569384.93,6568454.51588638
88,,63,pipe,HC0002,1750031029,2088,1750017799,1750000894,1750000894,1750006836,1750022358,1750038106,2088,1458905996000,т.вр.к.63,68.2,3,т.вр.к62,69.3,3,325,8,1,1277323200000,Тайлаковское,1.09999999999999,False,,,False,,,,,,,0.85,0.309,1E-05,,,,452785.898518595,454666.944344551,6568454.51588638,6568751.19519852
89,,65,pipe,HC0002,1750020037,9290,1750017772,1750000894,1750000894,1750006836,1750044306,1750022327,9290,1275053162000,т.вр.к41,92.6,3,ЗКЛ№98,79.1,3,273,8,1,1270929600000,Тайлаковское,-13.5,False,,,False,,,,,,,0.85,0.257,1E-05,,,,449883.66,454255.864898268,6574051.38,6571457.07722841
90,,67,pipe,HC0002,1750027890,2326,1750017410,1750000894,1750000894,1750006835,1750022127,1750022126,2326,1431010393000,"т.вр. к9, к36",63.7,3,вр. к.35,68.3,3,219,10,1,1225314000000,Тайлаковское,4.59999999999999,False,,,False,,,,,,,0.85,0.199,1E-05,,,,460485.17,461339.602916068,6564800.79,6566982.19619557
91,,69,pipe,HC0002,1750027965,1421,1750017804,1750000894,1750000894,1750006836,1750022358,1750022359,1421,1431410537000,уз.вр.к.62Б,66.3,3,т.вр.к62,69.3,3,159,10,1,1268600400000,Тайлаковское,3,False,,,False,,,,,,,0.85,0.139,1E-05,,,,454667.943240934,454666.944344551,6567342.70882294,6568751.19519852
92,,72,pipe,HC0002,1750027969,150,1750017409,1750000894,1750000894,1750007301,1750022320,1750034308,150,1431412797000,т.вр.к.6,83,3,уз.ЗКЛD273,82,3,273,10,1,1215720000000,Тайлаковское,-1,False,,,False,,,,,,,0.85,0.253,1E-05,,,,462828.355883732,462674.212075298,6569896.2085844,6569861.83190449
93,,74,pipe,HC0002,1750023016,1450,1750020531,1750000894,1750000894,1750006836,1750022078,1750025496,1450,1320727846000,уз.№15(р-он УДР-2),78.3,3,ДНС -2 Тайлаковского,82.1,7,530,8,1,1285272000000,Тайлаковское,3.8,False,,,True,P,4.8,,,,,0.85,0.514,1E-05,,,,461532.215840075,461959.614945389,6568625.0874924,6569316.65654873
94,,75,pipe,HC0002,1750038730,3286,1750017423,1750000894,1750000894,1750008987,1750022132,1750047219,3286,1509107472000,вр. к.134,65.3,3,уз.УДР-2,78.5,3,159,10,1,1241640000000,Тайлаковское,13.2,False,,,False,,,,,,,0.85,0.139,1E-05,,,,464783.72,461596.24436416,6568419.64,6568631.53798878
95,,75,pipe,HC0002,1750038730,3286,1750017423,1750000894,1750000894,1750008987,1750022132,1750047219,3286,1509107472000,вр. к.134,65.3,3,уз.УДР-2,78.5,3,159,10,1,1241640000000,Тайлаковское,13.2,False,,,False,,,,,,,0.85,0.139,1E-05,,,,464783.72,461596.24436416,6568419.64,6568631.53798878
96,,78,pipe,HC0002,1750041891,1241,1750030069,1750000894,1750000894,1750007301,1750022122,1750022322,1241,1536822055000,уз.ЗКЛD325,71.5,3,уз.УДР-1,81.9,3,325,8,1,1479243600000,Тайлаковское,10.4,False,,,False,,,,,,,0.85,0.309,1E-05,,,,462659.60529946,461826.964509523,6569892.70914043,6569467.69987485
97,,79,pipe,HC0002,1750027952,3852,1750024636,1750000894,1750000894,1750006836,1750022329,1750022331,3852,1431080681000,т.вр.к57,86.5,3,т.вр.к49,82.2,3,325,8,1,1431205200000,Тайлаковское,-4.3,False,,,False,,,,,,,0.85,0.309,1E-05,,,,455708.392768373,454718.413081327,6574515.37561901,6571090.5011788
98,,82,pipe,HC0002,1750027954,1986,1750017785,1750000894,1750000894,1750006836,1750022342,1750022339,1986,1431086480000,т.вр.к51,63,3,т.вр.к54,60.9,3,219,8,1,1277323200000,Тайлаковское,-2.1,False,,,False,,,,,,,0.85,0.203,1E-05,,,,442926.921122992,444481.207431562,6571137.21405715,6570123.46969358
99,,84,pipe,HC0002,1750027885,2155,1750017857,1750000894,1750000894,1750007301,1750022118,1750022117,2155,1431007080000,уз.к7,83.2,3,уз.к.8,81.1,3,219,10,1,1219780800000,Тайлаковское,-2.10000000000001,False,,,False,,,,,,,0.85,0.199,1E-05,,,,465865.673515049,463990.942480835,6571476.85638191,6570421.96335873
100,,85,pipe,HC0002,1750027948,478,1750017860,1750000894,1750000894,1750006954,1750022129,1750022139,478,1431078310000,уз.к32,84,3,т.вр.к32,83.2,3,219,10,1,1242590400000,Тайлаковское,-0.799999999999997,False,,,False,,,,,,,0.85,0.199,1E-05,,,,455549.452704161,455915.316447218,6570450.04583002,6570162.72972654
101,,92,pipe,HC0002,1750035349,1181,1750030140,1750000894,1750000894,1750006836,1750025496,1750022334,1181,1484741888000,т.вр.н/с к.46,84.2,3,уз.№15(р-он УДР-2),78.3,3,426,8,1,1474146000000,Тайлаковское,-5.90000000000001,False,,,False,,,,,,,0.85,0.41,1E-05,,,,460494.029020232,461532.215840075,6568620.16411921,6568625.0874924
102,,93,pipe,HC0002,1750023015,92,1750020530,1750000894,1750000894,1750006836,1750022132,1750025496,92,1320727811000,уз.№15(р-он УДР-2),78.3,3,уз.УДР-2,78.5,3,219,10,1,1285272000000,Тайлаковское,0.200000000000003,False,,,False,,,,,,,0.85,0.199,1E-05,,,,461532.215840075,461596.24436416,6568625.0874924,6568631.53798878
103,,93,pipe,HC0002,1750023015,92,1750020530,1750000894,1750000894,1750006836,1750022132,1750025496,92,1320727811000,уз.№15(р-он УДР-2),78.3,3,уз.УДР-2,78.5,3,219,10,1,1285272000000,Тайлаковское,0.200000000000003,False,,,False,,,,,,,0.85,0.199,1E-05,,,,461532.215840075,461596.24436416,6568625.0874924,6568631.53798878
104,,95,pipe,HC0002,1750020035,2250,1750017770,1750000894,1750000894,1750006836,1750022326,1750022321,2250,1275053068000,т.вр.к47,82.9,3,уз.к.53,81.6,3,219,8,1,1270929600000,Тайлаковское,-1.30000000000001,False,,,False,,,,,,,0.85,0.203,1E-05,,,,446542.64525986,448380.14,6575457.27229672,6574714.09
105,,96,pipe,HC0002,1750026222,3295,1750023213,1750000894,1750000894,1750007301,1750022121,1750031680,3295,1412772768000,"вр. к.86,к.89",85,3,вр. к.19,84.8,3,159,8,1,1363291200000,Тайлаковское,-0.200000000000003,False,,,False,,,,,,,0.85,0.143,1E-05,,,,464778.887869611,463689.664015082,6575011.06837831,6571985.00082334
106,,97,pipe,HC0002,1750036048,1635,1750017860,1750000894,1750000894,1750006954,1750022139,1750044306,1635,1487246908000,ЗКЛ№98,79.1,3,уз.к32,84,3,219,10,1,1242590400000,Тайлаковское,4.90000000000001,False,,,False,,,,,,,0.85,0.199,1E-05,,,,454255.864898268,455549.452704161,6571457.07722841,6570450.04583002
107,,98,pipe,HC0002,1750037473,3737,1750017773,1750000894,1750000894,1750006836,1750022331,1750022330,3737,1498118314000,уз.к49,92.2,3,т.вр.к57,86.5,3,159,8,1,1356984000000,Тайлаковское,-5.7,False,,,False,,,,,,,0.85,0.143,1E-05,,,,454020.453145613,455708.392768373,6577761.16979826,6574515.37561901
108,,99,pipe,HC0002,1750020043,2623,1750017778,1750000894,1750000894,1750006836,1750022136,1750022134,2623,1275053788000,т.вр.к42,85,3,т.вр.н/с к.60,82.3,3,219,8,1,1270929600000,Тайлаковское,-2.7,False,,,False,,,,,,,0.85,0.203,1E-05,,,,459337.961094803,460227.413741558,6573011.80602655,6570674.48844092
109,,101,pipe,HC0002,1750027956,2755,1750017789,1750000894,1750000894,1750006836,1750022349,1750022345,2755,1431086909000,т.вр.к75,61.8,3,т.вр.к69,63.2,3,273,8,1,1277323200000,Тайлаковское,1.40000000000001,False,,,False,,,,,,,0.85,0.257,1E-05,,,,446115.940184712,448589.85,6567157.31646399,6565938.72
110,,102,pipe,HC0002,1750027958,3002,1750017799,1750000894,1750000894,1750006836,1750022140,1750022358,3002,1431087498000,т.вр.к62,69.3,3,уз.к33,82.3,3,325,8,1,1277323200000,Тайлаковское,13,False,,,False,,,,,,,0.85,0.309,1E-05,,,,454666.944344551,457635.949948943,6568751.19519852,6568730.69735748
