,__pad_num,_c0,juncType,pipeline_purpose_id,simple_part_id,part_L,part_id,rs_schema_id,schema_id,pipeline_id,node_id_end,node_id_start,L,simple_part_creation_date,node_name_start,altitude_start,node_type_start,node_name_end,altitude_end,node_type_end,D,S,thread_number,part_inuse_date,pipe_material,mestor_name,uphillM,startIsSource,startKind,defaultStartValue,endIsOutlet,endKind,endValue,startP,startT,endP,endT,effectiveD,intD,roughness,sourceByCount,outletByCount,adkuGzuPcollector,VolumeWater,startValue,X_start,X_end,Y_start,Y_end
67,,74,pipe,HC0002,1751046438,2861,1750032342,1750000610,1750000610,1750005566,1750046999,1751062705,2861,1584964765000,ЗКЛ№481,60.2,3,уз.вр.к.70,61,3,273,8,1,1507582800000,сталь 13ХФА,Тайлаковское,0.799999999999997,False,,,False,,,,,,,0.85,0.257,1E-05,False,False,,,,439040.31,440139.342226892,6568276.84,6566201.95344195
68,,75,pipe,HC0002,1751046439,15,1751037063,1750000610,1750000610,1750005566,1751062705,1751062706,15,1584965027000,ЗКЛ№328.1,59.9,3,ЗКЛ№481,60.2,3,273,8,1,1579986000000,сталь 13ХФА,Тайлаковское,0.300000000000004,False,,,False,,,,,,,0.85,0.257,1E-05,False,False,,,,439023.31,439040.31,6568313.55,6568276.84
69,,76,pipe,HC0002,1750019194,1953,1750016969,1750000610,1750000610,1750006714,1750044286,1750034330,1953,1269874761000,т.вр.к.23,71.4,3,ЗКЛ№66,86.1,3,159,10,1,1182369600000,сталь 20С,Тайлаковское,14.7,False,,,False,,,,,,,0.85,0.139,1E-05,False,False,,,,436804.71,438236.64,6545430.29,6546278.61
70,,77,pipe,HC0002,1750033509,15,1750028660,1750000610,1750000610,1750005566,1750042346,1750021865,15,1474446540000,т.вр.к30,69.5,3,ПК 14+00 НН,68.64,3,219,8,1,1246219200000,сталь 20,Тайлаковское,-0.859999999999999,False,,,False,,,,,,,0.85,0.203,1E-05,False,False,,,,444924.051081492,444893.015265474,6560068.61934928,6560066.69203921
71,,78,pipe,HC0002,1750019280,2868,1750017053,1750000610,1750000610,1750006714,1750021863,1750021885,2868,1270545904000,"уз. к29, к28",72.3,3,"уз.поворот к25, 29",80.8,3,159,10,1,1247774400000,сталь 20,Тайлаковское,8.5,False,,,False,,,,,,,0.85,0.139,1E-05,False,False,,,,442147.172205181,440913.983955849,6545305.43077612,6546596.95623995
72,,79,pipe,HC0002,1750035229,1600,1750030020,1750000610,1750000610,1750005566,1751060240,1751060239,1600,1484307586000,"уз.к.16,17,18",76.1,3,ЗКЛ№378,86.4,3,325,8,1,1454446800000,сталь 13ХФА,Тайлаковское,10.3,False,,,False,,,,,,,0.85,0.309,1E-05,False,False,,,,443325.912613359,442683.76,6553997.51363582,6552519.53
73,,80,pipe,HC0002,1750036029,2987,1750016969,1750000610,1750000610,1750006714,1750021810,1750044286,2987,1487234682000,ЗКЛ№66,86.1,3,уз.р-н к1,81.9,3,159,10,1,1182369600000,сталь 20С,Тайлаковское,-4.19999999999999,False,,,False,,,,,,,0.85,0.139,1E-05,False,False,,,,438236.64,440861.493856029,6546278.61,6546624.30787465
74,,81,pipe,HC0002,1751042842,2351,1750028401,1750000610,1750000610,1750005566,1751060239,1751051667,2351,1544017228000,т.83,71,3,"уз.к.16,17,18",76.1,3,219,8,1,1433365200000,сталь 09Г2С,Тайлаковское,5.09999999999999,False,,,False,,,,,,,0.85,0.203,1E-05,False,False,,,,443937.35,443325.912613359,6556000.55,6553997.51363582
75,117,69,pipe,HC0002,1750030989,316,1750026821,1750000610,1750000610,1750005566,1750021861,1750036626,316,1458827159000,к.117 ,70.3,1,т.вр к17,70.2,3,159,8,1,1450472400000,сталь 13ХФА,Тайлаковское,-0.099999999999994,True,P,15,False,,,,15,,,0.85,0.143,1E-05,True,False,14.4,85.4563106796117,14.4,445844.53,445730.437978446,6555271.19,6555070.56980781
76,18,66,pipe,HC0002,1750019249,11,1750017024,1750000610,1750000610,1750005566,1750021857,1750014130,11,1270470979000,к.18 ,88.65,1,уз.к18,84.7,3,159,10,1,1185480000000,сталь 20С,Тайлаковское,-3.95,True,P,15,False,,,,15,,,0.85,0.139,1E-05,True,False,15,91.6203703703704,15,440016.55,440012.44,6554800.36,6554775.79
77,29,24,pipe,HC0002,1750019279,200,1750017052,1750000610,1750000610,1750006714,1751052499,1750020317,200,1270545810000,к.29 ,66.3,1,вр. к.129,68,3,114,8,1,1247774400000,сталь 20,Тайлаковское,1.7,False,,,False,,,,,,,0.85,0.098,1E-05,False,False,20.4,90.9417475728155,20.4,442419.25250814,442314.510676894,6543927.99863549,6544071.61860064
78,4,10,pipe,HC0002,1750019226,22,1750016989,1750000610,1750000610,1750006714,1750034327,1750012330,22,1269961709000,к.4 ,90.9,1,т.вр.к.4,89.9,3,159,10,1,1150574400000,сталь 20,Тайлаковское,-1,True,P,15,False,,,,15,,,0.85,0.139,1E-05,True,False,14.1,86.8804573804574,14.1,440009.875648599,439981.722188659,6551718.3849489,6551667.45188996
79,37,64,pipe,HC0002,1750037450,422,1750031562,1750000610,1750000610,1750005566,1750025406,1750023893,422,1497964928000,к.37 ,66.3,1,уз.вр. к37,62.4,3,89,8,1,1403208000000,сталь 20С,Тайлаковское,-3.9,True,P,15,False,,,,15,,,0.85,0.073,1E-05,True,False,16.8,92.4123076923077,16.8,442111.89731967,442465.673266271,6562785.60623656,6562885.37534654
80,71,21,pipe,HC0002,1750028009,3720,1750024699,1750000610,1750000610,1750005566,1750025406,1750028316,3720,1431501702000,к.71 ,67.8,1,уз.вр. к37,62.4,3,168,16,1,1433106000000,сталь 13ХФА,Тайлаковское,-5.4,True,P,15,False,,,,15,,,0.85,0.136,1E-05,True,False,16.8,86.5011933174224,16.8,440040.9303294,442465.673266271,6561506.88489423,6562885.37534654
81,25,34,pipe,HC0002,1750019276,810,1750017049,1750000610,1750000610,1750006714,1750022574,1750019993,810,1270545257000,к.25 ,72.2,1,"вр. к.29,29б",81.4,3,114,10,1,1246219200000,Ст.20са,Тайлаковское,9.2,True,P,15,False,,,,15,,,0.85,0.094,1E-05,True,False,13.5,88.2727272727273,13.5,441032.833356061,440634.724624518,6544877.67526717,6545324.9965178
82,64,29,pipe,HC0002,1750022919,3957,1750020434,1750000610,1750000610,1750006714,1750025398,1750024113,3957,1319448157000,к.64 ,70.2,1,"уз.к.38,64",66.6,3,159,10,1,1305144000000,сталь 20,Тайлаковское,-3.60000000000001,True,P,15,False,,,,15,,,0.85,0.139,1E-05,True,False,21.8,96.4769585253456,21.8,436231.931071926,439181,6542395.83257822,6542530.25
83,30,52,pipe,HC0002,1750019254,1818,1750017029,1750000610,1750000610,1750005566,1750021865,1750019994,1818,1270477358000,к.30 ,67,1,т.вр.к30,69.5,3,114,10,1,1247688000000,сталь 20С,Тайлаковское,2.5,True,P,15,False,,,,15,,,0.85,0.094,1E-05,True,False,15.8,92.0756829377519,15.8,446283.29,444924.051081492,6561199.87,6560068.61934928
