,pumpModel,debit,pressure,eff,power,max,NominalQ
31,ЭЦН5А-500-2150,802,831.47106133263,31.0331765598193,203791.658866207,903,500
32,ЭЦН5А-500-2150,891,551.325898447765,19.4639153207756,203056.303464395,903,500
33,ЭЦН5А-500-2150,419,2266.568608156,57.4908373328622,189122.454470977,903,500
34,ЭЦН5А-500-2150,689,1168.66408026021,43.4553612533456,203438.192370222,903,500
35,ЭЦН5А-500-2150,767,943.042905763122,35.6393717550602,204073.715714156,903,500
36,ЭЦН5А-500-2150,842,703.960381983496,25.768953479544,203469.308182836,903,500
37,ЭЦН5А-500-2150,35,2798.58374922143,6.42003935064621,150051.940607483,903,500
38,ЭЦН5А-500-2150,53,2775.35698797699,9.72019331724685,151200.087643034,903,500
39,ЭЦН5А-500-2150,241,2530.1320803082,42.3139608962516,163958.334126071,903,500
40,ЭЦН5А-500-2150,445,2232.1771603718,59.0796589072453,193355.308383758,903,500
