,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,juncType,department_id,construct_type,brigade_id,mestor_id,pipeline_purpose_id,simple_part_id,_time,thread_num,pipeline_L,pipe_part_id,part_L,corroz,conn_type,proclad_type,grunt_type,material_type,avaria_num,change_date,part_id,rs_schema_id,schema_id,pipeline_id,node_id_end,node_id_start,L,simple_part_creation_date,node_name_start,altitude_start,node_type_start,X_start,Y_start,node_name_end,altitude_end,node_type_end,X_end,Y_end,D,S,thread_number,part_inuse_date,pipe_material,pipeline_type,placing,creation_date,schema_name,rs_schema_name,pipe_status_name,pipeline_purpose_name,mestor_name,brigade_name,department_name,pipe_status_id,_time_end,start_date,start_year,cover_int,uphillM,startIsSource,VolumeWater,startKind,startValue,endIsOutlet,endKind,endValue,startP,startT,endP,endT,effectiveD,intD,roughness,sourceByCount,outletByCount,sourceMistakes,outletMistakes,sourceValueIsFilled,outletValueIsFilled,sourceKindIsFilled,outletKindIsFilled,inletBoundaryMistakes,outletBoundaryMistakes
52,52,52,52,52,52,52,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019254,1585688400,1,150431,1750017029,1818,0.15,HN0000,HL0002,HJ0000,HB0033,0,,1750017029,1750000610,1750000610,1750005566,1750021865,1750019994,1818,1270477358000,к.30 ,67.0,1,446283.29,6561199.87,т.вр.к30,69.5,3,444924.05108149204,6560068.61934928,114,10,1,1247688000000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1247688000000.0,2009.0,нет покрытия,2.5,True,,P,15.0,False,,,,,,,0.85,0.094,1e-05,True,False,False,False,False,False,False,False,True,True
53,53,53,53,53,53,53,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750016099,1585688400,1,150431,1750014134,774,0.38,HN0000,HL0002,HJ0000,HB0001,0,,1750014134,1750000610,1750000610,1750005566,1750018039,1750021808,774,1211440529000,уз.к16,75.2,3,443215.709210082,6554547.4041642975,т.вр.к.18,75.8,3,443289.08039709204,6554014.76186602,159,10,1,1185134400000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1185134400000.0,2007.0,,0.5999999999999941,False,,,,False,,,,,,,0.85,0.139,1e-05,False,False,False,False,False,False,False,False,True,True
54,54,54,54,54,54,54,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019234,1585688400,1,89443,1750016995,144,2.16,HN0000,HL0002,HJ0000,HB0032,1,,1750016995,1750000610,1750000610,1750006714,1750018377,1750018389,144,1269962746000,вр. к.3,91.5,3,440336.5,6548549.85,т.вр.к.3,91.6,3,440358.56,6548666.3,159,9,1,1146945600000.0,сталь 20А,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1146945600000.0,2006.0,нет покрытия,0.099999999999994,False,,,,False,,,,,,,0.85,0.141,1e-05,False,False,False,False,False,False,False,False,True,True
55,55,55,55,55,55,55,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750028007,1585688400,1,89443,1750024697,4304,1.15,HN0000,HL0002,HJ0000,HB0033,0,,1750024697,1750000610,1750000610,1750006714,1750034342,1750027416,4304,1431501372000,к.95 ,92.7,1,435050.401304839,6549382.47864749,вр.к.95,92.3,3,438222.0862382471,6549287.03055901,159,10,1,1356984000000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1356984000000.0,2013.0,Лакокрасочное эпоксидное,-0.400000000000006,True,,P,15.0,False,,,,,,,0.85,0.139,1e-05,True,False,False,False,False,False,False,False,True,True
56,56,56,56,56,56,56,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750016101,1585688400,1,150431,1750014136,2275,0.13,HN0000,HL0002,HJ0000,HB0033,0,,1750014136,1750000610,1750000610,1750005566,1751052619,1750018040,2275,1211440725000,т.вр.к.13,87.4,3,442664.04,6552521.61,т.вр.к.21,89.7,3,442195.775832866,6550304.64379405,273,10,1,1180036800000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1180036800000.0,2007.0,нет покрытия,2.3,False,,,,False,,,,,,,0.85,0.253,1e-05,False,False,False,False,False,False,False,False,True,True
57,57,57,57,57,57,57,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750016542,1585688400,1,89443,1750014534,28,1.04,HN0000,HL0002,HJ0000,HB0001,0,,1750014534,1750000610,1750000610,1750006714,1750018389,1750010946,28,1215670082000,к.3 ,89.0,1,440294.71,6548535.3,вр. к.3,91.5,3,440336.5,6548549.85,159,9,1,1146945600000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1146945600000.0,2006.0,,2.5,True,,P,15.0,False,,,,,,,0.85,0.141,1e-05,True,False,False,False,False,False,False,False,True,True
58,58,58,58,58,58,58,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750036028,1585688400,1,89443,1750016964,1705,0.97,HN0000,HL0002,HJ0002,HB0001,14,,1750016964,1750000610,1750000610,1750006714,1750018392,1751052719,1705,1487234631000,ЗКЛ№67.1,83.6,3,438243.5,6546300.16,вр. к.1,84.0,3,439814.71,6546135.23,219,10,1,1148932800000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1148846400000.0,2006.0,,0.400000000000006,False,,,,False,,,,,,,0.85,0.199,1e-05,False,False,False,False,False,False,False,False,True,True
59,59,59,59,59,59,59,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751043690,1585688400,1,89443,1750022552,2364,1.1,HN0000,HL0002,HJ0000,HB0132,0,,1750022552,1750000610,1750000610,1750006714,1750045719,1750029699,2364,1551185629000,уз.к.15,86.5,3,436104.195988662,6552883.72165117,уз.зкл к.14,89.3,3,438327.4882025221,6552640.11263698,159,10,1,1343764800000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1343764800000.0,2012.0,нет покрытия,2.8,False,,,,False,,,,,,,0.85,0.139,1e-05,False,False,False,False,False,False,False,False,True,True
60,60,60,60,60,60,60,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750016103,1585688400,1,150431,1750014138,563,0.88,HN0000,HL0002,HJ0000,HB0033,0,,1750014138,1750000610,1750000610,1750005566,1750018040,1750021860,563,1211440901000,уз.к13,86.2,3,442197.12,6552776.07,т.вр.к.13,87.4,3,442664.04,6552521.61,159,10,1,1180296000000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1180296000000.0,2007.0,нет покрытия,1.2,False,,,,False,,,,,,,0.85,0.139,1e-05,False,False,False,False,False,False,False,False,True,True
61,61,61,61,61,61,61,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750022916,1585688400,1,89443,1750020431,5205,0.25,HN0000,HL0002,HJ0000,HB0033,0,,1750020431,1750000610,1750000610,1750006714,1750021812,1750025398,5205,1319447288000,"уз.к.38,64",66.6,3,439181.0,6542530.25,Узел 2,82.6,3,440555.46143007296,6546655.19240579,219,8,1,1300136400000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1300136400000.0,2011.0,есть,16.0,False,,,,False,,,,,,,0.85,0.203,1e-05,False,False,False,False,False,False,False,False,True,True
62,62,62,62,62,62,62,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750031008,1585688400,1,150431,1750026840,393,0.12,HN0000,HL0002,HJ0000,HB0132,0,,1750026840,1750000610,1750000610,1750005566,1750021871,1750034909,393,1458883407000,к.122 ,88.0,1,442533.76,6547346.62,уз. к22,84.5,3,442303.39825430297,6547104.08650354,159,8,1,1435870800000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1435870800000.0,2015.0,есть,-3.5,True,,P,15.0,False,,,,,,,0.85,0.14300000000000002,1e-05,True,False,False,False,False,False,False,False,True,True
63,63,63,63,63,63,63,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750031049,1585688400,1,150431,1750026900,347,0.14,HN0000,HL0002,HJ0000,HB0132,0,,1750026900,1750000610,1750000610,1750005566,1750038146,1750032640,347,1459154327000,к.83 ,74.0,1,443613.12,6556067.31,т.вр.к.83,69.7,3,443927.48,6555999.71,159,8,1,1427835600000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1427835600000.0,2015.0,,-4.3,True,,P,15.0,False,,,,,,,0.85,0.14300000000000002,1e-05,True,False,False,False,False,False,False,False,True,True
64,64,64,64,64,64,64,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750037450,1585688400,1,150431,1750031562,422,1.19,HN0000,HL0002,HJ0000,HB0033,0,,1750031562,1750000610,1750000610,1750005566,1750025406,1750023893,422,1497964928000,к.37 ,66.3,1,442111.89731967,6562785.60623656,уз.вр. к37,62.4,3,442465.673266271,6562885.37534654,89,8,1,1403208000000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1403208000000.0,2014.0,,-3.9,True,,P,15.0,False,,,,,,,0.85,0.073,1e-05,True,False,False,False,False,False,False,False,True,True
65,65,65,65,65,65,65,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019190,1585688400,1,89443,1750016965,25,1.71,HN0000,HL0002,HJ0000,HB0033,0,,1750016965,1750000610,1750000610,1750006714,1750021798,1750010945,25,1269874098000,к.2 ,86.08,1,437795.000146294,6547115.73559829,уз.к2,84.5,3,437731.56,6547006.88,159,10,1,1160164800000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1160164800000.0,2006.0,,-1.58,True,,P,15.0,False,,,,,,,0.85,0.139,1e-05,True,False,False,False,False,False,False,False,True,True
66,66,66,66,66,66,66,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019249,1585688400,1,150431,1750017024,11,0.96,HN0000,HL0002,HJ0000,HB0033,0,,1750017024,1750000610,1750000610,1750005566,1750021857,1750014130,11,1270470979000,к.18 ,88.65,1,440016.55,6554800.36,уз.к18,84.7,3,440012.44,6554775.79,159,10,1,1185480000000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1185480000000.0,2007.0,нет покрытия,-3.95,True,,P,15.0,False,,,,,,,0.85,0.139,1e-05,True,False,False,False,False,False,False,False,True,True
67,67,67,67,67,67,67,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019250,1585688400,1,150431,1750017025,18,0.88,HN0000,HL0002,HJ0000,HB0001,0,,1750017025,1750000610,1750000610,1750005566,1750021860,1750014131,18,1270471639000,к.13 ,88.54,1,442206.83,6552792.71,уз.к13,86.2,3,442197.12,6552776.07,159,10,1,1186084800000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1186084800000.0,2007.0,нет покрытия,-2.34,True,,P,15.0,False,,,,,,,0.85,0.139,1e-05,True,False,False,False,False,False,False,False,True,True
68,68,68,68,68,68,68,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019283,1585688400,1,150431,1750014135,400,0.13,HN0000,HL0002,HJ0000,HB0033,0,,1750014135,1750000610,1750000610,1750005566,1750018040,1750021888,400,1270547647000,"т.вр. к27, к24",84.0,3,442940.233811724,6553264.38599961,т.вр.к.13,87.4,3,442664.04,6552521.61,219,10,1,1185134400000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1185134400000.0,2007.0,нет покрытия,3.4000000000000097,False,,,,False,,,,,,,0.85,0.199,1e-05,False,False,False,False,False,False,False,False,True,True
69,69,69,69,69,69,69,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750030989,1585688400,1,150431,1750026821,316,0.14,HN0000,HL0002,HJ0000,HB0132,0,,1750026821,1750000610,1750000610,1750005566,1750021861,1750036626,316,1458827159000,к.117 ,70.3,1,445844.53,6555271.19,т.вр к17,70.2,3,445730.437978446,6555070.56980781,159,8,1,1450472400000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1450472400000.0,2015.0,есть,-0.099999999999994,True,,P,15.0,False,,,,,,,0.85,0.14300000000000002,1e-05,True,False,False,False,False,False,False,False,True,True
70,70,70,70,70,70,70,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019286,1585688400,1,150431,1750017058,1300,0.13,HN0000,HL0002,HJ0000,HB0001,0,,1750017058,1750000610,1750000610,1750005566,1750021888,1750021891,1300,1270548050000,уз.вр. к24,85.1,3,444181.45,6552671.2,"т.вр. к27, к24",84.0,3,442940.233811724,6553264.38599961,219,10,1,1262206800000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1262206800000.0,2009.0,нет покрытия,-1.09999999999999,False,,,,False,,,,,,,0.85,0.199,1e-05,False,False,False,False,False,False,False,False,True,True
71,71,71,71,71,71,71,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750033189,1585688400,1,150431,1750028400,1,0.15,HN0000,HL0002,HJ0000,HB0003,0,,1750028400,1750000610,1750000610,1750005566,1751062707,1751062706,1,1473666397000,ЗКЛ№328.1,59.9,3,439023.31,6568313.55,ЗКЛ 328.1,59.9,3,439048.63,6568298.45,219,8,1,1433106000000.0,сталь 09Г2С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1433106000000.0,2015.0,Лакокрасочное эпоксидное,0.0,False,,,,False,,,,,,,0.85,0.203,1e-05,False,False,False,False,False,False,False,False,True,True
72,72,72,72,72,72,72,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750033528,1585688400,1,150431,1750014136,301,0.12,HN0000,HL0002,HJ0000,HB0033,0,,1750014136,1750000610,1750000610,1750005566,1750010908,1750029576,301,1474452685000,вр. к.22,84.0,3,441545.9415875,6547131.78155573,ДНС-1 Тайлаковского,85.7,7,441554.29067488795,6546720.19789019,273,10,1,1180036800000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1180036800000.0,2007.0,нет покрытия,1.7,False,,,,True,P,4.8,,,,,0.85,0.253,1e-05,False,True,False,False,False,False,False,False,True,True
73,73,73,73,73,73,73,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751043650,1585688400,1,150431,1750014136,3280,0.13,HN0000,HL0002,HJ0000,HB0033,0,,1750014136,1750000610,1750000610,1750005566,1750029576,1751052619,3280,1551165276000,т.вр.к.21,89.7,3,442195.775832866,6550304.64379405,вр. к.22,84.0,3,441545.9415875,6547131.78155573,273,10,1,1180036800000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1180036800000.0,2007.0,нет покрытия,-5.7,False,,,,False,,,,,,,0.85,0.253,1e-05,False,False,False,False,False,False,False,False,True,True
74,74,74,74,74,74,74,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751046438,1585688400,1,150431,1750032342,2861,0.15,HN0000,HL0002,HJ0000,HB0132,0,,1750032342,1750000610,1750000610,1750005566,1750046999,1751062705,2861,1584964765000,ЗКЛ№481,60.2,3,439040.31,6568276.84,уз.вр.к.70,61.0,3,440139.342226892,6566201.95344195,273,8,1,1507582800000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1507582800000.0,2017.0,,0.799999999999997,False,,,,False,,,,,,,0.85,0.257,1e-05,False,False,False,False,False,False,False,False,True,True
75,75,75,75,75,75,75,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751046439,1585688400,1,150431,1751037063,15,0.15,HN0000,HL0000,HJ0000,HB0132,0,,1751037063,1750000610,1750000610,1750005566,1751062705,1751062706,15,1584965027000,ЗКЛ№328.1,59.9,3,439023.31,6568313.55,ЗКЛ№481,60.2,3,439040.31,6568276.84,273,8,1,1579986000000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1579986000000.0,2020.0,Антикоррозионное лакокрасочное покрытие,0.30000000000000393,False,,,,False,,,,,,,0.85,0.257,1e-05,False,False,False,False,False,False,False,False,True,True
76,76,76,76,76,76,76,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019194,1585688400,1,89443,1750016969,1953,2.25,HN0000,HL0002,HJ0000,HB0033,6,,1750016969,1750000610,1750000610,1750006714,1750044286,1750034330,1953,1269874761000,т.вр.к.23,71.4,3,436804.71,6545430.29,ЗКЛ№66,86.1,3,438236.64,6546278.61,159,10,1,1182369600000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1182369600000.0,2007.0,нет покрытия,14.7,False,,,,False,,,,,,,0.85,0.139,1e-05,False,False,False,False,False,False,False,False,True,True
77,77,77,77,77,77,77,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750033509,1585688400,1,150431,1750028660,15,0.15,HN0000,HL0002,HJ0000,HB0001,0,,1750028660,1750000610,1750000610,1750005566,1750042346,1750021865,15,1474446540000,т.вр.к30,69.5,3,444924.05108149204,6560068.61934928,ПК 14+00 НН,68.64,3,444893.015265474,6560066.69203921,219,8,1,1246219200000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1246219200000.0,2009.0,,-0.859999999999999,False,,,,False,,,,,,,0.85,0.203,1e-05,False,False,False,False,False,False,False,False,True,True
78,78,78,78,78,78,78,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019280,1585688400,1,89443,1750017053,2868,0.21,HN0000,HL0002,HJ0000,HB0001,0,,1750017053,1750000610,1750000610,1750006714,1750021863,1750021885,2868,1270545904000,"уз. к29, к28",72.3,3,442147.1722051809,6545305.43077612,"уз.поворот к25, 29",80.8,3,440913.98395584896,6546596.95623995,159,10,1,1247774400000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1247774400000.0,2009.0,нет покрытия,8.5,False,,,,False,,,,,,,0.85,0.139,1e-05,False,False,False,False,False,False,False,False,True,True
79,79,79,79,79,79,79,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750035229,1585688400,1,150431,1750030020,1600,0.88,HN0000,HL0002,HJ0000,HB0132,0,,1750030020,1750000610,1750000610,1750005566,1751060240,1751060239,1600,1484307586000,"уз.к.16,17,18",76.1,3,443325.912613359,6553997.51363582,ЗКЛ№378,86.4,3,442683.76,6552519.53,325,8,1,1454446800000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1454446800000.0,2016.0,есть,10.3,False,,,,False,,,,,,,0.85,0.309,1e-05,False,False,False,False,False,False,False,False,True,True
80,80,80,80,80,80,80,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750036029,1585688400,1,89443,1750016969,2987,1.23,HN0000,HL0002,HJ0000,HB0033,1,,1750016969,1750000610,1750000610,1750006714,1750021810,1750044286,2987,1487234682000,ЗКЛ№66,86.1,3,438236.64,6546278.61,уз.р-н к1,81.9,3,440861.493856029,6546624.30787465,159,10,1,1182369600000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1182369600000.0,2007.0,нет покрытия,-4.19999999999999,False,,,,False,,,,,,,0.85,0.139,1e-05,False,False,False,False,False,False,False,False,True,True
81,81,81,81,81,81,81,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751042842,1585688400,1,150431,1750028401,2351,0.9,HN0000,HL0002,HJ0000,HB0003,0,,1750028401,1750000610,1750000610,1750005566,1751060239,1751051667,2351,1544017228000,т.83,71.0,3,443937.35,6556000.55,"уз.к.16,17,18",76.1,3,443325.912613359,6553997.51363582,219,8,1,1433365200000.0,сталь 09Г2С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1433365200000.0,2015.0,Лакокрасочное эпоксидное,5.099999999999991,False,,,,False,,,,,,,0.85,0.203,1e-05,False,False,False,False,False,False,False,False,True,True
