,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,juncType,department_id,construct_type,brigade_id,mestor_id,pipeline_purpose_id,simple_part_id,_time,thread_num,pipeline_L,pipe_part_id,part_L,corroz,conn_type,proclad_type,grunt_type,material_type,avaria_num,change_date,part_id,rs_schema_id,schema_id,pipeline_id,node_id_end,node_id_start,L,simple_part_creation_date,node_name_start,altitude_start,node_type_start,X_start,Y_start,node_name_end,altitude_end,node_type_end,X_end,Y_end,D,S,thread_number,part_inuse_date,pipe_material,pipeline_type,placing,creation_date,schema_name,rs_schema_name,pipe_status_name,pipeline_purpose_name,mestor_name,brigade_name,department_name,pipe_status_id,_time_end,start_date,start_year,cover_int,uphillM,startIsSource,VolumeWater,startKind,startValue,endIsOutlet,endKind,endValue,startP,startT,endP,endT,effectiveD,intD,roughness,sourceByCount,outletByCount,sourceMistakes,outletMistakes,sourceValueIsFilled,outletValueIsFilled,sourceKindIsFilled,outletKindIsFilled,inletBoundaryMistakes,outletBoundaryMistakes
20,20,20,20,20,20,20,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019369,1585688400,1,89443,1750017144,14,1.01,HN0000,HL0002,HJ0000,HB0001,0,,1750017144,1750000610,1750000610,1750006714,1750021970,1750010938,14,1271231682000,к.1 ,85.0,1,439823.23,6546342.02,уз. к1,87.5,3,439737.622061493,6546229.887292597,159,10,1,1117569600000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1117569600000.0,2005.0,нет покрытия,2.5,True,,P,15.0,False,,,,,,,0.85,0.139,1e-05,True,False,False,False,False,False,False,False,True,True
21,21,21,21,21,21,21,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750028009,1585688400,1,150431,1750024699,3720,1.01,HN0000,HL0002,HJ0000,HB0132,0,,1750024699,1750000610,1750000610,1750005566,1750025406,1750028316,3720,1431501702000,к.71 ,67.8,1,440040.93032940006,6561506.88489423,уз.вр. к37,62.4,3,442465.673266271,6562885.37534654,168,16,1,1433106000000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1433106000000.0,2015.0,,-5.4,True,,P,15.0,False,,,,,,,0.85,0.136,1e-05,True,False,False,False,False,False,False,False,True,True
22,22,22,22,22,22,22,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750033190,1585688400,1,150431,1750028401,4016,0.94,HN0000,HL0002,HJ0000,HB0003,0,,1750028401,1750000610,1750000610,1750005566,1751051667,1751051666,4016,1473668263000,вр. к.30,69.7,3,444929.61,6560064.25,т.83,71.0,3,443937.35,6556000.55,219,8,1,1433365200000.0,сталь 09Г2С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1433365200000.0,2015.0,Лакокрасочное эпоксидное,1.3,False,,,,False,,,,,,,0.85,0.203,1e-05,False,False,False,False,False,False,False,False,True,True
23,23,23,23,23,23,23,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751042843,1585688400,1,150431,1751035731,10,0.14,HN0000,HL0002,HJ0000,HB0001,0,,1751035731,1750000610,1750000610,1750005566,1751051667,1750038146,10,1544017240000,т.вр.к.83,69.7,3,443927.48,6555999.71,т.83,71.0,3,443937.35,6556000.55,159,8,1,,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,,,,1.3,False,,,,False,,,,,,,0.85,0.14300000000000002,1e-05,False,False,False,False,False,False,False,False,True,True
24,24,24,24,24,24,24,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019279,1585688400,1,89443,1750017052,200,1.12,HN0000,HL0002,HJ0000,HB0001,0,,1750017052,1750000610,1750000610,1750006714,1751052499,1750020317,200,1270545810000,к.29 ,66.3,1,442419.25250814,6543927.99863549,вр. к.129,68.0,3,442314.510676894,6544071.61860064,114,8,1,1247774400000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1247774400000.0,2009.0,нет покрытия,1.7,False,,,,False,,,,,,,0.85,0.098,1e-05,False,False,False,False,False,False,False,False,True,True
25,25,25,25,25,25,25,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750038492,1585688400,1,150431,1750032342,4108,0.16,HN0000,HL0002,HJ0000,HB0132,0,,1750032342,1750000610,1750000610,1750005566,1750021865,1751051663,4108,1508334756000,т.вр.к.37,62.0,3,442472.971758301,6562888.11478336,т.вр.к30,69.5,3,444924.05108149204,6560068.61934928,273,8,1,1507582800000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1507582800000.0,2017.0,,7.5,False,,,,False,,,,,,,0.85,0.257,1e-05,False,False,False,False,False,False,False,False,True,True
26,26,26,26,26,26,26,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750035230,1585688400,1,150431,1750030020,6131,0.84,HN0000,HL0002,HJ0000,HB0132,0,,1750030020,1750000610,1750000610,1750005566,1750010908,1751060240,6131,1484307942000,ЗКЛ№378,86.4,3,442683.76,6552519.53,ДНС-1 Тайлаковского,85.7,7,441554.29067488795,6546720.19789019,325,8,1,1454446800000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1454446800000.0,2016.0,есть,-0.700000000000003,False,,,,True,P,4.8,,,,,0.85,0.309,1e-05,False,True,False,False,False,False,False,False,True,True
27,27,27,27,27,27,27,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019192,1585688400,1,89443,1750016967,28,1.23,HN0000,HL0002,HJ0000,HB0001,0,,1750016967,1750000610,1750000610,1750006714,1750034330,1750014054,28,1269874652000,к.23 ,70.81,1,436762.112553516,6545422.04034569,т.вр.к.23,71.4,3,436804.71,6545430.29,159,10,1,1180641600000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1180641600000.0,2007.0,,0.5900000000000029,True,,P,15.0,False,,,,,,,0.85,0.139,1e-05,True,False,False,False,False,False,False,False,True,True
28,28,28,28,28,28,28,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750028015,1585688400,1,89443,1750016973,984,1.24,HN0000,HL0002,HJ0000,HB0033,1,,1750016973,1750000610,1750000610,1750006714,1750010908,1750021882,984,1431519443000,вр.к.25,82.6,3,440911.85985074,6546622.87575147,ДНС-1 Тайлаковского,85.7,7,441554.29067488795,6546720.19789019,219,10,1,1182369600000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1182369600000.0,2007.0,нет покрытия,3.1000000000000094,False,,,,True,P,4.8,,,,,0.85,0.199,1e-05,False,True,False,False,False,False,False,False,True,True
29,29,29,29,29,29,29,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750022919,1585688400,1,89443,1750020434,3957,1.15,HN0000,HL0002,HJ0000,HB0001,1,,1750020434,1750000610,1750000610,1750006714,1750025398,1750024113,3957,1319448157000,к.64 ,70.2,1,436231.931071926,6542395.83257822,"уз.к.38,64",66.6,3,439181.0,6542530.25,159,10,1,1305144000000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1305144000000.0,2011.0,нет покрытия,-3.6000000000000094,True,,P,15.0,False,,,,,,,0.85,0.139,1e-05,True,False,False,False,False,False,False,False,True,True
30,30,30,30,30,30,30,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750016539,1585688400,1,89443,1750014533,503,1.04,HN0000,HL0002,HJ0001,HB0032,7,,1750014533,1750000610,1750000610,1750006714,1750036572,1750034327,503,1215669562000,т.вр.к.4,89.9,3,439981.722188659,6551667.45188996,т.вр.к.14,91.2,3,440294.32245277,6551370.62550202,219,10,1,1141160400000.0,сталь 20А,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1141160400000.0,2006.0,,1.3,False,,,,False,,,,,,,0.85,0.199,1e-05,False,False,False,False,False,False,False,False,True,True
31,31,31,31,31,31,31,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750030694,1585688400,1,89443,1750014533,2824,1.02,HN0000,HL0002,HJ0001,HB0032,7,,1750014533,1750000610,1750000610,1750006714,1750018377,1750036572,2824,1438755801000,т.вр.к.14,91.2,3,440294.32245277,6551370.62550202,т.вр.к.3,91.6,3,440358.56,6548666.3,219,10,1,1141160400000.0,сталь 20А,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1141160400000.0,2006.0,,0.3999999999999911,False,,,,False,,,,,,,0.85,0.199,1e-05,False,False,False,False,False,False,False,False,True,True
32,32,32,32,32,32,32,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750035234,1585688400,1,89443,1750030023,379,1.12,HN0000,HL0002,HJ0000,HB0132,0,,1750030023,1750000610,1750000610,1750006714,1750020317,1750037446,379,1484312735000,к.29 Б,66.3,1,442646.64,6543842.8,к.29 ,66.3,1,442419.25250814,6543927.99863549,159,8,1,1457125200000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1457125200000.0,2016.0,есть,0.0,True,,P,15.0,False,,,,,,,0.85,0.14300000000000002,1e-05,True,False,False,False,False,False,False,False,True,True
33,33,33,33,33,33,33,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750038990,1585688400,1,89443,1750032762,275,1.06,HN0000,HL0002,HJ0000,HB0132,0,,1750032762,1750000610,1750000610,1750006714,1750045719,1750047739,275,1512127227000,задв. 14.1,89.3,3,438234.9270435861,6552763.3831495,уз.зкл к.14,89.3,3,438327.4882025221,6552640.11263698,159,8,1,1427403600000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1427403600000.0,2015.0,,0.0,False,,,,False,,,,,,,0.85,0.14300000000000002,1e-05,False,False,False,False,False,False,False,False,True,True
34,34,34,34,34,34,34,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019276,1585688400,1,89443,1750017049,810,1.03,HN0000,HL0002,HJ0000,HB0060,0,,1750017049,1750000610,1750000610,1750006714,1750022574,1750019993,810,1270545257000,к.25 ,72.2,1,441032.833356061,6544877.67526717,"вр. к.29,29б",81.4,3,440634.72462451796,6545324.9965178,114,10,1,1246219200000.0,Ст.20са,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1246219200000.0,2009.0,нет покрытия,9.2,True,,P,15.0,False,,,,,,,0.85,0.094,1e-05,True,False,False,False,False,False,False,False,True,True
35,35,35,35,35,35,35,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750030968,1585688400,1,150431,1750026800,359,0.96,HN0000,HL0002,HJ0000,HB0132,0,,1750026800,1750000610,1750000610,1750005566,1750021857,1750033323,359,1458821838000,к.118 ,86.64,1,440114.25,6554995.97,уз.к18,84.7,3,440012.44,6554775.79,159,8,1,1431464400000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1431464400000.0,2015.0,есть,-1.94,True,,P,15.0,False,,,,,,,0.85,0.14300000000000002,1e-05,True,False,False,False,False,False,False,False,True,True
36,36,36,36,36,36,36,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750037470,1585688400,1,89443,1750026544,2710,1.05,HN0000,HL0002,HJ0000,HB0132,0,,1750026544,1750000610,1750000610,1750006714,1750036572,1750045719,2710,1498111373000,уз.зкл к.14,89.3,3,438327.4882025221,6552640.11263698,т.вр.к.14,91.2,3,440294.32245277,6551370.62550202,159,8,1,1425502800000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1425502800000.0,2015.0,есть,1.90000000000001,False,,,,False,,,,,,,0.85,0.14300000000000002,1e-05,False,False,False,False,False,False,False,False,True,True
37,37,37,37,37,37,37,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750036030,1585688400,1,89443,1750016964,460,1.26,HN0000,HL0002,HJ0002,HB0001,1,,1750016964,1750000610,1750000610,1750006714,1750034343,1750018392,460,1487235032000,вр. к.1,84.0,3,439814.71,6546135.23,вр.р-он к.1,85.5,3,440087.95,6546492.55,219,10,1,1148932800000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1148846400000.0,2006.0,,1.5,False,,,,False,,,,,,,0.85,0.199,1e-05,False,False,False,False,False,False,False,False,True,True
38,38,38,38,38,38,38,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750041894,1585688400,1,89443,1750034983,30,0.17,HN0000,HL0002,HJ0000,HB0001,0,,1750034983,1750000610,1750000610,1750006714,1750021882,1750021863,30,1536824784000,"уз.поворот к25, 29",80.8,3,440913.98395584896,6546596.95623995,вр.к.25,82.6,3,440911.85985074,6546622.87575147,159,10,1,,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,,,,1.8,False,,,,False,,,,,,,0.85,0.139,1e-05,False,False,False,False,False,False,False,False,True,True
39,39,39,39,39,39,39,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751043551,1585688400,1,89443,1750017049,1240,0.97,HN0000,HL0002,HJ0000,HB0060,0,,1750017049,1750000610,1750000610,1750006714,1750021882,1750022574,1240,1550580680000,"вр. к.29,29б",81.4,3,440634.72462451796,6545324.9965178,вр.к.25,82.6,3,440911.85985074,6546622.87575147,114,10,1,1246219200000.0,Ст.20са,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1246219200000.0,2009.0,нет покрытия,1.19999999999999,False,,,,False,,,,,,,0.85,0.094,1e-05,False,False,False,False,False,False,False,False,True,True
40,40,40,40,40,40,40,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019189,1585688400,1,89443,1750016964,926,2.07,HN0000,HL0002,HJ0002,HB0001,1,,1750016964,1750000610,1750000610,1750006714,1751052719,1750021798,926,1269873751000,уз.к2,84.5,3,437731.56,6547006.88,ЗКЛ№67.1,83.6,3,438243.5,6546300.16,219,10,1,1148932800000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1148846400000.0,2006.0,,-0.9000000000000059,False,,,,False,,,,,,,0.85,0.199,1e-05,False,False,False,False,False,False,False,False,True,True
41,41,41,41,41,41,41,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751042837,1585688400,1,150431,1751035727,10,0.99,HN0000,HL0002,HJ0000,HB0001,0,,1751035727,1750000610,1750000610,1750005566,1751051665,1750025406,10,1544015278000,уз.вр. к37,62.4,3,442465.673266271,6562885.37534654,т.уз.к.37,62.0,3,442475.871606453,6562897.75580928,168,8,1,,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,,,,-0.39999999999999897,False,,,,False,,,,,,,0.85,0.152,1e-05,False,False,False,False,False,False,False,False,True,True
42,42,42,42,42,42,42,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019198,1585688400,1,89443,1750016973,50,0.86,HN0000,HL0002,HJ0000,HB0033,0,,1750016973,1750000610,1750000610,1750006714,1750021882,1750021810,50,1269875651000,уз.р-н к1,81.9,3,440861.493856029,6546624.30787465,вр.к.25,82.6,3,440911.85985074,6546622.87575147,219,10,1,1182369600000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1182369600000.0,2007.0,нет покрытия,0.699999999999989,False,,,,False,,,,,,,0.85,0.199,1e-05,False,False,False,False,False,False,False,False,True,True
43,43,43,43,43,43,43,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750035352,1585688400,1,89443,1750030143,2524,1.61,HN0000,HL0002,HJ0000,HB0132,0,,1750030143,1750000610,1750000610,1750006714,1750021819,1750034342,2524,1484742888000,вр.к.95,92.3,3,438222.0862382471,6549287.03055901,т.вр.к12,88.2,3,440509.632457669,6548307.61368351,219,8,1,1474146000000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1474146000000.0,2016.0,есть,-4.099999999999991,False,,,,False,,,,,,,0.85,0.203,1e-05,False,False,False,False,False,False,False,False,True,True
44,44,44,44,44,44,44,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750038494,1585688400,1,150431,1750032342,4055,0.16,HN0000,HL0002,HJ0000,HB0132,0,,1750032342,1750000610,1750000610,1750005566,1751051663,1750046999,4055,1508334986000,уз.вр.к.70,61.0,3,440139.342226892,6566201.95344195,т.вр.к.37,62.0,3,442472.971758301,6562888.11478336,273,8,1,1507582800000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1507582800000.0,2017.0,,1.0,False,,,,False,,,,,,,0.85,0.257,1e-05,False,False,False,False,False,False,False,False,True,True
45,45,45,45,45,45,45,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751046442,1585688400,1,150431,1750028400,6895,0.15,HN0000,HL0002,HJ0000,HB0003,0,,1750028400,1750000610,1750000610,1750005566,1751051665,1751062707,6895,1584966821000,ЗКЛ 328.1,59.9,3,439048.63,6568298.45,т.уз.к.37,62.0,3,442475.871606453,6562897.75580928,219,8,1,1433106000000.0,сталь 09Г2С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1433106000000.0,2015.0,Лакокрасочное эпоксидное,2.1,False,,,,False,,,,,,,0.85,0.203,1e-05,False,False,False,False,False,False,False,False,True,True
46,46,46,46,46,46,46,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1751045673,1585688400,1,150431,1750017057,2134,0.14,HN0000,HL0002,HJ0000,HB0001,0,,1750017057,1750000610,1750000610,1750005566,1750021891,1751061682,2134,1578565609000,"т.вр.к.27,101",73.2,3,445530.39,6551943.67,уз.вр. к24,85.1,3,444181.45,6552671.2,159,10,1,1262206800000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1262206800000.0,2009.0,нет покрытия,11.9,False,,,,False,,,,,,,0.85,0.139,1e-05,False,False,False,False,False,False,False,False,True,True
47,47,47,47,47,47,47,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750025379,1585688400,1,89443,1750022533,1201,1.85,HN0000,HL0002,HJ0000,HB0033,0,,1750022533,1750000610,1750000610,1750006714,1750010908,1750021812,1201,1392107668000,Узел 2,82.6,3,440555.46143007296,6546655.19240579,ДНС-1 Тайлаковского,85.7,7,441554.29067488795,6546720.19789019,325,10,1,1146945600000.0,сталь 20С,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1146945600000.0,2006.0,нет покрытия,3.1000000000000094,False,,,,True,P,4.8,,,,,0.85,0.305,1e-05,False,True,False,False,False,False,False,False,True,True
48,48,48,48,48,48,48,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750019285,1585688400,1,150431,1750017057,200,0.14,HN0000,HL0002,HJ0000,HB0001,0,,1750017057,1750000610,1750000610,1750005566,1751061682,1750020918,200,1270548009000,к.27 ,74.0,1,445689.07,6551811.93,"т.вр.к.27,101",73.2,3,445530.39,6551943.67,159,10,1,1262206800000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1262206800000.0,2009.0,нет покрытия,-0.799999999999997,True,,P,15.0,False,,,,,,,0.85,0.139,1e-05,True,False,False,False,False,False,False,False,True,True
49,49,49,49,49,49,49,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750028017,1585688400,1,89443,1750016964,548,1.25,HN0000,HL0002,HJ0002,HB0001,0,,1750016964,1750000610,1750000610,1750006714,1750021812,1750034343,548,1431520080000,вр.р-он к.1,85.5,3,440087.95,6546492.55,Узел 2,82.6,3,440555.46143007296,6546655.19240579,219,10,1,1148932800000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1270476186000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1148846400000.0,2006.0,,-2.9000000000000097,False,,,,False,,,,,,,0.85,0.199,1e-05,False,False,False,False,False,False,False,False,True,True
50,50,50,50,50,50,50,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750016543,1585688400,1,150431,1750014535,3300,0.14,HN0000,HL0002,HJ0000,HB0001,0,,1750014535,1750000610,1750000610,1750005566,1751060239,1750021861,3300,1215670098000,т.вр к17,70.2,3,445730.437978446,6555070.56980781,"уз.к.16,17,18",76.1,3,443325.912613359,6553997.51363582,159,8,1,1209931200000.0,сталь 20,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1209931200000.0,2008.0,нет покрытия,5.8999999999999915,False,,,,False,,,,,,,0.85,0.14300000000000002,1e-05,False,False,False,False,False,False,False,False,True,True
51,51,51,51,51,51,51,pipe,ZX0014,FY0000,BR0000,MS0192,HC0002,1750027988,1585688400,1,150431,1750024676,248,0.89,HN0000,HL0002,HJ0000,HB0132,0,,1750024676,1750000610,1750000610,1750005566,1750021860,1750028636,248,1431443094000,к.13 Б,88.4,1,442060.39,6552517.23,уз.к13,86.2,3,442197.12,6552776.07,114,8,1,1356984000000.0,сталь 13ХФА,Все трубопроводы транспортирующие нефть ,ДНС-1 Тайлаковская,1211440182000,НС Тайлаковское м/р ДНС-1,НС Тайлаковское м/р ДНС-1,Действующий,Нефтесборный трубопровод от ЗУ до ДНС,Тайлаковское,,ЦДНГ-4,HH0004,1588280400,1356984000000.0,2013.0,,-2.2,True,,P,15.0,False,,,,,,,0.85,0.098,1e-05,True,False,False,False,False,False,False,False,True,True
